date,open,high,low,close,volume
2021-07-15,150.1199951171875,150.7899932861328,149.66000366210938,150.42999267578125,5040600
2021-07-16,150.92999267578125,151.08999633789062,149.1199951171875,149.30999755859375,2092400
2021-07-19,147.19000244140625,147.4199981689453,145.61000061035156,146.61000061035156,6121100
2021-07-20,146.9600067138672,149.86000061035156,146.77999877929688,149.38999938964844,2391600
2021-07-21,150.14999389648438,151.08999633789062,150.1300048828125,150.88999938964844,1733600
2021-07-22,150.8800048828125,150.8800048828125,149.91000366210938,150.47000122070312,1664700
2021-07-23,151.2100067138672,151.8699951171875,150.67999267578125,151.72000122070312,2106100
2021-07-26,151.58999633789062,152.38999938964844,151.5,152.14999389648438,2110500
2021-07-27,151.66000366210938,152.00999450683594,151.0,151.8800048828125,4277300
2021-07-28,152.13999938964844,152.55999755859375,151.07000732421875,151.9600067138672,2638000
2021-07-29,152.66000366210938,153.58999633789062,152.5399932861328,153.10000610351562,2714100
2021-07-30,152.52000427246094,153.6300048828125,152.47999572753906,152.67999267578125,2070000
2021-08-02,153.3800048828125,154.3000030517578,152.3800048828125,152.4499969482422,2172000
2021-08-03,152.72000122070312,153.75,151.52999877929688,153.72999572753906,2180700
2021-08-04,152.97000122070312,153.38999938964844,152.27999877929688,152.27999877929688,2270300
2021-08-05,152.83999633789062,153.42999267578125,152.75999450683594,153.42999267578125,1476400
2021-08-06,153.9199981689453,154.3699951171875,153.63999938964844,154.05999755859375,1910600
2021-08-09,153.82000732421875,154.0800018310547,153.25999450683594,153.7100067138672,1861900
2021-08-10,153.91000366210938,154.83999633789062,153.7100067138672,154.42999267578125,1845700
2021-08-11,154.75,155.42999267578125,154.27000427246094,155.4199981689453,2127200
2021-08-12,155.35000610351562,155.4600067138672,154.6300048828125,155.33999633789062,1601800
2021-08-13,155.47999572753906,155.6199951171875,155.1300048828125,155.32000732421875,1672800
2021-08-16,154.75,155.4199981689453,154.0800018310547,155.3699951171875,2458800
2021-08-17,154.47999572753906,154.52999877929688,152.94000244140625,154.1999969482422,3097700
2021-08-18,153.83999633789062,154.3800048828125,152.50999450683594,152.61000061035156,1788100
2021-08-19,151.4499969482422,152.80999755859375,151.22000122070312,152.27000427246094,2900600
2021-08-20,152.22999572753906,153.5399932861328,151.97000122070312,153.3699951171875,2207100
2021-08-23,154.25,154.8699951171875,154.16000366210938,154.52000427246094,1745500
2021-08-24,154.8800048828125,155.44000244140625,154.8000030517578,155.14999389648438,1144400
2021-08-25,155.3000030517578,156.35000610351562,154.88999938964844,155.97000122070312,1225400
2021-08-26,155.85000610351562,155.88999938964844,154.75,154.89999389648438,1735300
2021-08-27,155.25,156.8000030517578,155.25,156.55999755859375,1623800
2021-08-30,156.69000244140625,156.8800048828125,156.1699981689453,156.3300018310547,1514900
2021-08-31,156.3300018310547,156.50999450683594,155.9600067138672,156.3000030517578,1477800
2021-09-01,156.69000244140625,156.69000244140625,155.77000427246094,156.3300018310547,1300100
2021-09-02,156.9199981689453,157.4600067138672,156.83999633789062,157.38999938964844,1321600
2021-09-03,157.0800018310547,157.22000122070312,156.7100067138672,156.8800048828125,1118900
2021-09-07,156.61000061035156,156.86000061035156,155.42999267578125,155.57000732421875,1626100
2021-09-08,155.32000732421875,155.89999389648438,154.82000732421875,155.47000122070312,1438600
2021-09-09,155.35000610351562,156.24000549316406,154.97000122070312,155.02999877929688,1464200
2021-09-10,155.7899932861328,155.89999389648438,153.97000122070312,154.00999450683594,1987200
2021-09-13,155.14999389648438,155.3300018310547,153.6699981689453,154.44000244140625,2194700
2021-09-14,154.91000366210938,155.00999450683594,153.00999450683594,153.33999633789062,2146300
2021-09-15,153.3699951171875,154.92999267578125,153.0500030517578,154.6999969482422,2816800
2021-09-16,154.6300048828125,155.0,153.60000610351562,154.41000366210938,2159100
2021-09-17,154.0399932861328,154.42999267578125,152.94000244140625,153.0399932861328,3120900
2021-09-20,150.14999389648438,150.72999572753906,148.39999389648438,150.17999267578125,4130100
2021-09-21,151.0500030517578,151.30999755859375,149.44000244140625,149.63999938964844,2452700
2021-09-22,150.66000366210938,152.3000030517578,150.55999755859375,151.32000732421875,3319000
2021-09-23,152.1300048828125,154.39999389648438,152.0800018310547,153.5399932861328,3218400
2021-09-24,153.08999633789062,154.16000366210938,153.05999755859375,153.8000030517578,2444000
2021-09-27,154.10000610351562,155.13999938964844,154.02999877929688,154.30999755859375,3239300
2021-09-28,153.8699951171875,153.97999572753906,151.7899932861328,152.0,4857900
2021-09-29,152.5,153.08999633789062,152.00999450683594,152.3300018310547,2633500
2021-09-30,152.75999450683594,152.75999450683594,149.77000427246094,149.82000732421875,4426400
2021-10-01,150.5800018310547,152.6300048828125,149.41000366210938,151.83999633789062,3351600
2021-10-04,151.57000732421875,152.50999450683594,150.22000122070312,150.8800048828125,4596900
2021-10-05,151.44000244140625,152.91000366210938,150.88999938964844,151.9600067138672,2497600
2021-10-06,150.66000366210938,152.17999267578125,149.63999938964844,152.1699981689453,2846900
2021-10-07,153.22000122070312,154.49000549316406,153.22000122070312,153.4600067138672,2243800
2021-10-08,153.6699981689453,153.9199981689453,152.97999572753906,153.10000610351562,1861000
2021-10-11,153.2100067138672,154.1199951171875,152.22999572753906,152.25999450683594,1408300
2021-10-12,152.42999267578125,153.16000366210938,151.92999267578125,152.3000030517578,1524000
2021-10-13,152.3300018310547,152.99000549316406,151.0500030517578,152.5500030517578,2283400
2021-10-14,153.8300018310547,155.17999267578125,153.6699981689453,155.1699981689453,1646800
2021-10-15,156.08999633789062,156.57000732421875,155.6300048828125,155.6999969482422,2032700
2021-10-18,155.05999755859375,156.08999633789062,154.69000244140625,155.75999450683594,1658200
2021-10-19,156.39999389648438,156.74000549316406,155.88999938964844,156.6699981689453,1576200
2021-10-20,156.64999389648438,158.00999450683594,156.6300048828125,157.8699951171875,1919700
2021-10-21,157.63999938964844,158.0800018310547,157.13999938964844,158.05999755859375,1870600
2021-10-22,158.25,159.0399932861328,157.8000030517578,158.50999450683594,1547500
2021-10-25,158.85000610351562,159.35000610351562,158.27000427246094,158.8699951171875,2595000
2021-10-26,159.2899932861328,159.38999938964844,158.50999450683594,158.55999755859375,2502700
2021-10-27,158.50999450683594,158.55999755859375,156.4199981689453,156.4499969482422,2476600
2021-10-28,156.8000030517578,158.05999755859375,156.75,158.0399932861328,1758500
2021-10-29,157.69000244140625,158.24000549316406,157.22999572753906,157.75999450683594,1324400
2021-11-01,158.27999877929688,159.10000610351562,158.11000061035156,159.02000427246094,2186400
2021-11-02,159.36000061035156,159.6199951171875,158.82000732421875,159.4600067138672,1759200
2021-11-03,158.99000549316406,160.55999755859375,158.97000122070312,160.39999389648438,2342600
2021-11-04,160.52999877929688,160.97999572753906,159.50999450683594,160.07000732421875,2505200
2021-11-05,161.3000030517578,162.13999938964844,160.72999572753906,161.2899932861328,2047600
2021-11-08,162.0,162.25999450683594,161.1999969482422,161.52999877929688,1344700
2021-11-09,161.5399932861328,161.8699951171875,160.85000610351562,161.50999450683594,1152300
2021-11-10,161.10000610351562,161.75999450683594,160.05999755859375,160.47999572753906,2132400
2021-11-11,160.77000427246094,161.02000427246094,160.4499969482422,160.8699951171875,1083100
2021-11-12,161.3000030517578,161.85000610351562,160.85000610351562,161.64999389648438,1188500
2021-11-15,162.1699981689453,162.22999572753906,161.61000061035156,161.92999267578125,1194200
2021-11-16,162.00999450683594,162.8000030517578,161.85000610351562,162.13999938964844,1732100
2021-11-17,161.97000122070312,162.05999755859375,160.89999389648438,161.27999877929688,1608600
2021-11-18,161.6300048828125,161.6300048828125,159.9199981689453,160.69000244140625,1280400
2021-11-19,160.3699951171875,160.4499969482422,159.52999877929688,159.64999389648438,1595000
2021-11-22,160.25,161.2899932861328,159.86000061035156,159.89999389648438,2230300
2021-11-23,160.07000732421875,160.77000427246094,159.36000061035156,160.55999755859375,2112100
2021-11-24,159.82000732421875,160.77999877929688,159.67999267578125,160.63999938964844,1595200
2021-11-26,157.24000549316406,157.57000732421875,155.77999877929688,156.4600067138672,3644300
2021-11-29,158.27999877929688,158.6699981689453,156.67999267578125,157.77000427246094,2657000
2021-11-30,156.57000732421875,156.75,153.5399932861328,153.58999633789062,4223100
2021-12-01,155.9199981689453,156.91000366210938,151.57000732421875,151.67999267578125,6193400
2021-12-02,152.25,155.9600067138672,152.10000610351562,155.35000610351562,5321200
2021-12-03,156.0800018310547,156.35000610351562,153.1699981689453,154.5,5924200
2021-12-06,155.91000366210938,157.82000732421875,155.3000030517578,156.7899932861328,4885400
2021-12-07,158.3800048828125,160.1999969482422,158.27999877929688,159.44000244140625,2510800
2021-12-08,159.72000122070312,160.19000244140625,159.27000427246094,159.85000610351562,3000100
2021-12-09,159.2100067138672,159.64999389648438,158.69000244140625,158.7100067138672,1829500
2021-12-10,159.6699981689453,159.86000061035156,158.49000549316406,159.74000549316406,2200800
2021-12-13,159.5399932861328,159.5399932861328,157.99000549316406,158.5800018310547,3743000
2021-12-14,157.5500030517578,158.82000732421875,157.14999389648438,157.6300048828125,3265000
2021-12-15,157.75,159.47999572753906,156.74000549316406,159.35000610351562,4800700
2021-12-16,160.19000244140625,160.8699951171875,158.5500030517578,159.07000732421875,4805000
2021-12-17,158.49000549316406,159.27999877929688,155.80999755859375,156.9600067138672,6970300
2021-12-20,155.0,155.11000061035156,153.4199981689453,154.89999389648438,6794600
2021-12-21,156.16000366210938,158.11000061035156,156.0,158.0399932861328,3589700
2021-12-22,157.91000366210938,159.19000244140625,157.7899932861328,159.14999389648438,1855000
2021-12-23,159.66000366210938,160.72999572753906,159.66000366210938,160.22999572753906,1614100
2021-12-27,160.50999450683594,162.2899932861328,160.24000549316406,162.27999877929688,2518200
2021-12-28,162.24000549316406,163.10000610351562,162.13999938964844,162.52999877929688,2754600
2021-12-29,162.5399932861328,163.32000732421875,162.36000061035156,163.00999450683594,2915200
2021-12-30,163.19000244140625,163.86000061035156,162.5800018310547,162.75,2090100
2021-12-31,162.5800018310547,163.4499969482422,162.4600067138672,162.75,3194700
2022-01-03,163.1300048828125,163.47000122070312,161.8000030517578,162.88999938964844,3841500
2022-01-04,163.60000610351562,164.6199951171875,163.58999633789062,164.1999969482422,3532000
2022-01-05,164.32000732421875,164.89999389648438,161.60000610351562,161.6699981689453,5266400
2022-01-06,162.35000610351562,163.02000427246094,161.16000366210938,162.02999877929688,3597700
2022-01-07,162.0399932861328,162.57000732421875,161.4199981689453,161.77000427246094,4051800
2022-01-10,161.08999633789062,161.27999877929688,158.8000030517578,160.9600067138672,5845200
2022-01-11,161.13999938964844,162.52999877929688,159.9600067138672,162.47999572753906,4053700
2022-01-12,162.97999572753906,163.4600067138672,161.85000610351562,162.61000061035156,3526500
2022-01-13,163.02999877929688,163.6699981689453,161.49000549316406,161.86000061035156,3157800
2022-01-14,160.7899932861328,161.72999572753906,159.75,161.5800018310547,3948500
2022-01-18,160.5,160.5500030517578,158.5399932861328,159.00999450683594,4653200
2022-01-19,159.7100067138672,160.0,157.3000030517578,157.36000061035156,4899600
2022-01-20,157.77999877929688,159.58999633789062,155.2100067138672,155.36000061035156,7227200
2022-01-21,155.14999389648438,156.0399932861328,152.82000732421875,153.08999633789062,8646900
2022-01-24,151.0399932861328,154.47999572753906,148.16000366210938,154.24000549316406,10105000
2022-01-25,152.0500030517578,154.3000030517578,149.63999938964844,152.77999877929688,6199200
2022-01-26,154.0800018310547,155.36000061035156,150.14999389648438,151.5500030517578,8083200
2022-01-27,153.1300048828125,154.49000549316406,149.86000061035156,150.6999969482422,5311300
2022-01-28,150.44000244140625,153.27999877929688,148.97000122070312,153.27999877929688,5525700
2022-01-31,152.5399932861328,155.75999450683594,152.2899932861328,155.63999938964844,5070600
2022-02-01,155.6999969482422,157.02999877929688,154.64999389648438,156.85000610351562,5615600
2022-02-02,156.97999572753906,158.1699981689453,156.27000427246094,157.8699951171875,4974300
2022-02-03,156.8699951171875,157.6199951171875,155.66000366210938,155.8699951171875,5293900
2022-02-04,155.24000549316406,156.92999267578125,154.16000366210938,155.72999572753906,5358900
2022-02-07,155.9199981689453,157.00999450683594,155.50999450683594,155.8300018310547,2881100
2022-02-08,155.9600067138672,157.55999755859375,155.42999267578125,157.25999450683594,3488800
2022-02-09,158.75999450683594,160.07000732421875,158.5800018310547,159.9199981689453,3969700
2022-02-10,158.0,160.4499969482422,156.6699981689453,157.39999389648438,4940500
2022-02-11,157.47999572753906,158.52000427246094,154.74000549316406,155.32000732421875,4224800
2022-02-14,155.3800048828125,155.75,153.07000732421875,154.0800018310547,4231900
2022-02-15,155.39999389648438,156.55999755859375,155.22999572753906,156.42999267578125,2927000
2022-02-16,155.8000030517578,157.38999938964844,155.4600067138672,156.9499969482422,4015700
2022-02-17,155.75999450683594,156.0,153.8699951171875,154.1300048828125,3052100
2022-02-18,154.00999450683594,155.1199951171875,152.85000610351562,153.5500030517578,3681700
2022-02-22,153.3000030517578,153.99000549316406,150.97000122070312,152.02000427246094,4534400
2022-02-23,153.00999450683594,153.42999267578125,149.49000549316406,149.6699981689453,4773700
2022-02-24,146.5399932861328,151.27000427246094,146.1199951171875,151.10000610351562,8030900
2022-02-25,151.47999572753906,155.17999267578125,151.4600067138672,155.16000366210938,6433300
2022-02-28,152.89999389648438,154.9600067138672,152.39999389648438,154.25,6172900
2022-03-01,153.5800018310547,154.47999572753906,150.6199951171875,151.60000610351562,7314500
2022-03-02,152.49000549316406,155.4600067138672,152.4600067138672,154.8300018310547,5611900
2022-03-03,155.5500030517578,155.8699951171875,153.41000366210938,154.50999450683594,4578400
2022-03-04,153.0399932861328,153.67999267578125,151.77000427246094,153.5800018310547,4066500
2022-03-07,153.13999938964844,153.35000610351562,149.22000122070312,149.3300018310547,4467100
2022-03-08,149.63999938964844,151.77000427246094,148.24000549316406,148.25999450683594,5654700
2022-03-09,150.91000366210938,152.27000427246094,150.5,151.39999389648438,4120100
2022-03-10,149.6699981689453,151.3800048828125,149.39999389648438,151.11000061035156,2684000
2022-03-11,151.9499969482422,152.41000366210938,149.41000366210938,149.52000427246094,2091100
2022-03-14,150.1699981689453,151.05999755859375,148.36000061035156,148.97000122070312,2753400
2022-03-15,149.6199951171875,151.60000610351562,149.38999938964844,151.3699951171875,3326000
2022-03-16,152.47000122070312,154.24000549316406,150.8800048828125,154.22999572753906,4260500
2022-03-17,153.58999633789062,156.1699981689453,153.44000244140625,156.1699981689453,3085000
2022-03-18,155.6300048828125,157.33999633789062,155.30999755859375,157.1699981689453,2489600
2022-03-21,156.3699951171875,157.25,155.05999755859375,156.0800018310547,2529300
2022-03-22,156.77000427246094,157.7100067138672,156.72000122070312,157.38999938964844,2010300
2022-03-23,156.6999969482422,156.9199981689453,155.11000061035156,155.13999938964844,1802700
2022-03-24,155.7100067138672,156.97000122070312,155.17999267578125,156.9499969482422,953200
2022-03-25,157.33999633789062,158.08999633789062,156.58999633789062,158.02000427246094,988100
2022-03-28,157.77000427246094,158.49000549316406,156.72999572753906,158.49000549316406,1943100
2022-03-29,159.86000061035156,161.24000549316406,159.57000732421875,161.1199951171875,1903100
2022-03-30,160.69000244140625,161.00999450683594,159.1199951171875,159.88999938964844,2053100
2022-03-31,159.6699981689453,160.1999969482422,157.6300048828125,157.7100067138672,2252000
2022-04-01,158.4199981689453,158.5500030517578,156.92999267578125,158.22000122070312,2171600
2022-04-04,158.30999755859375,158.67999267578125,157.49000549316406,158.55999755859375,1814300
2022-04-05,158.2100067138672,159.0800018310547,156.4499969482422,156.8699951171875,1669600
2022-04-06,155.7899932861328,156.57000732421875,154.94000244140625,156.0800018310547,2000700
2022-04-07,155.91000366210938,157.1999969482422,154.7899932861328,156.55999755859375,1312300
2022-04-08,156.5,157.80999755859375,155.99000549316406,156.88999938964844,2334800
2022-04-11,156.1199951171875,157.02999877929688,155.19000244140625,155.3699951171875,1553500
2022-04-12,155.92999267578125,157.27000427246094,154.35000610351562,154.85000610351562,2301400
2022-04-13,154.99000549316406,156.7899932861328,154.99000549316406,156.60000610351562,1957000
2022-04-14,156.8000030517578,157.5399932861328,155.47999572753906,155.52999877929688,1735500
2022-04-18,155.1999969482422,156.0399932861328,154.5,155.1999969482422,1922500
2022-04-19,155.3000030517578,158.2100067138672,155.3000030517578,157.9499969482422,2264000
2022-04-20,158.6199951171875,159.77000427246094,158.38999938964844,158.9600067138672,2557200
2022-04-21,160.25,160.47999572753906,156.33999633789062,156.66000366210938,2620800
2022-04-22,156.07000732421875,156.16000366210938,152.27000427246094,152.38999938964844,3873000
2022-04-25,151.5,153.02999877929688,149.41000366210938,152.85000610351562,3456600
2022-04-26,151.94000244140625,152.2100067138672,149.1300048828125,149.19000244140625,2998400
2022-04-27,149.52999877929688,151.02999877929688,148.57000732421875,149.47000122070312,3588900
2022-04-28,150.74000549316406,152.7100067138672,148.72999572753906,152.07000732421875,4006200
2022-04-29,151.4199981689453,152.27000427246094,147.19000244140625,147.4499969482422,4108000
2022-05-02,147.60000610351562,148.8300018310547,144.74000549316406,147.85000610351562,5308800
2022-05-03,148.1199951171875,150.02999877929688,147.9199981689453,149.07000732421875,2430400
2022-05-04,149.3000030517578,153.4600067138672,148.1699981689453,153.22000122070312,2935800
2022-05-05,151.91000366210938,152.14999389648438,147.17999267578125,148.61000061035156,5450600
2022-05-06,147.77000427246094,148.2100067138672,145.2100067138672,147.25,3421500
2022-05-09,145.27000427246094,145.77000427246094,142.32000732421875,142.8800048828125,4993600
2022-05-10,144.72999572753906,145.3300018310547,140.66000366210938,142.50999450683594,5322100
2022-05-11,142.49000549316406,144.8699951171875,140.52000427246094,140.6699981689453,3826000
2022-05-12,140.0,142.25,138.8800048828125,141.27000427246094,4555100
2022-05-13,142.58999633789062,145.08999633789062,142.47999572753906,144.5,2373400
2022-05-16,144.02000427246094,145.1300048828125,142.97000122070312,143.99000549316406,2105600
2022-05-17,146.02999877929688,147.07000732421875,144.9499969482422,147.0399932861328,5057700
2022-05-18,145.55999755859375,145.58999633789062,141.00999450683594,141.50999450683594,2108300
2022-05-19,140.1999969482422,142.77999877929688,139.8800048828125,141.19000244140625,2515000
2022-05-20,142.36000061035156,142.57000732421875,138.1199951171875,141.19000244140625,4302400
2022-05-23,142.5800018310547,143.58999633789062,141.1699981689453,143.17999267578125,2905500
2022-05-24,142.2100067138672,142.6999969482422,139.80999755859375,142.2899932861328,4026400
2022-05-25,141.83999633789062,144.47000122070312,141.77000427246094,143.92999267578125,1937100
2022-05-26,144.77000427246094,147.61000061035156,144.77000427246094,146.97000122070312,3162500
2022-05-27,147.77999877929688,150.33999633789062,147.75,150.33999633789062,3196700
2022-05-31,149.4600067138672,150.1199951171875,148.13999938964844,148.92999267578125,2746200
2022-06-01,149.5800018310547,149.88999938964844,146.1300048828125,147.35000610351562,2113400
2022-06-02,147.4499969482422,149.97999572753906,146.69000244140625,149.94000244140625,1872400
2022-06-03,148.6199951171875,149.1699981689453,147.88999938964844,148.1699981689453,1591900
2022-06-06,149.3699951171875,149.91000366210938,148.35000610351562,148.7100067138672,2004800
2022-06-07,147.4199981689453,150.27999877929688,147.27999877929688,150.1300048828125,1581100
2022-06-08,149.42999267578125,149.72000122070312,147.7100067138672,148.00999450683594,1370300
2022-06-09,147.41000366210938,147.7100067138672,144.64999389648438,144.64999389648438,1182100
2022-06-10,142.38999938964844,142.5,140.7100067138672,140.7100067138672,2594700
2022-06-13,137.4199981689453,137.88999938964844,134.38999938964844,135.0500030517578,3705400
2022-06-14,135.7899932861328,136.1199951171875,133.16000366210938,134.35000610351562,3562600
2022-06-15,135.5500030517578,137.4199981689453,133.4499969482422,135.63999938964844,2899900
2022-06-16,132.85000610351562,132.85000610351562,129.9199981689453,130.83999633789062,2967400
2022-06-17,131.14999389648438,132.25999450683594,129.55999755859375,131.13999938964844,3359100
2022-06-21,132.3800048828125,133.25999450683594,132.0399932861328,132.69000244140625,1833300
2022-06-22,131.07000732421875,133.82000732421875,130.88999938964844,132.6199951171875,3062800
2022-06-23,133.22000122070312,133.97000122070312,131.99000549316406,133.72000122070312,2607900
2022-06-24,134.85000610351562,138.1199951171875,134.8000030517578,138.07000732421875,2259500
2022-06-27,138.49000549316406,138.77999877929688,137.27000427246094,138.0,2063000
2022-06-28,138.75,139.94000244140625,135.77999877929688,135.89999389648438,1664200
2022-06-29,135.94000244140625,135.97000122070312,134.3000030517578,135.07000732421875,2203500
2022-06-30,133.5399932861328,135.4499969482422,132.5,134.22999572753906,1868600
2022-07-01,133.97999572753906,136.17999267578125,133.1999969482422,135.8699951171875,2679100
2022-07-05,134.02999877929688,135.57000732421875,132.4600067138672,135.5500030517578,1646500
2022-07-06,135.52000427246094,136.50999450683594,134.39999389648438,135.5800018310547,1318500
2022-07-07,136.4499969482422,137.85000610351562,136.42999267578125,137.5500030517578,1481400
2022-07-08,137.3699951171875,137.94000244140625,136.27999877929688,137.0399932861328,1120400
2022-07-11,136.0399932861328,136.52999877929688,135.5500030517578,135.77999877929688,1346600
2022-07-12,135.25,136.69000244140625,134.50999450683594,135.1300048828125,1622200
2022-07-13,133.30999755859375,135.22000122070312,132.8000030517578,134.3800048828125,1679700
2022-07-14,132.24000549316406,133.49000549316406,131.47999572753906,133.32000732421875,1818900
2022-07-15,134.91000366210938,135.88999938964844,133.86000061035156,135.85000610351562,1669400
2022-07-18,136.9600067138672,137.2899932861328,134.8000030517578,135.25999450683594,1122600
2022-07-19,136.67999267578125,139.4199981689453,136.67999267578125,139.13999938964844,1441400
2022-07-20,138.97000122070312,140.41000366210938,138.7100067138672,140.07000732421875,2179800
2022-07-21,139.58999633789062,141.16000366210938,138.91000366210938,141.16000366210938,1331500
2022-07-22,141.41000366210938,141.97000122070312,139.4600067138672,140.33999633789062,1215400
2022-07-25,140.60000610351562,140.97000122070312,139.7100067138672,140.69000244140625,1571600
2022-07-26,140.25,140.25999450683594,139.25,139.58999633789062,903500
2022-07-27,140.3300018310547,142.82000732421875,140.08999633789062,142.3000030517578,2192800
2022-07-28,142.63999938964844,144.67999267578125,141.5399932861328,144.5500030517578,2438200
2022-07-29,144.52999877929688,146.1999969482422,144.2100067138672,145.83999633789062,1981900
2022-08-01,145.11000061035156,146.0399932861328,144.36000061035156,145.55999755859375,2047000
2022-08-02,145.02000427246094,146.25999450683594,144.24000549316406,144.52999877929688,1446900
2022-08-03,145.27999877929688,146.41000366210938,144.77000427246094,146.02999877929688,1772500
2022-08-04,145.85000610351562,146.17999267578125,145.5,145.72000122070312,1662700
2022-08-05,144.4199981689453,146.07000732421875,144.30999755859375,145.8800048828125,1454500
2022-08-08,146.67999267578125,147.6999969482422,146.02999877929688,146.2899932861328,1441500
2022-08-09,146.10000610351562,146.2100067138672,145.00999450683594,145.44000244140625,1237700
2022-08-10,147.83999633789062,148.75999450683594,147.6300048828125,148.5500030517578,3283100
2022-08-11,149.58999633789062,150.89999389648438,148.9499969482422,149.2100067138672,3091600
2022-08-12,149.88999938964844,151.63999938964844,149.67999267578125,151.6199951171875,2342600
2022-08-15,150.72000122070312,152.1300048828125,150.63999938964844,151.9499969482422,2753200
2022-08-16,151.50999450683594,153.10000610351562,151.38999938964844,152.38999938964844,1361700
2022-08-17,151.02999877929688,151.80999755859375,150.1300048828125,150.9600067138672,1394100
2022-08-18,151.0500030517578,151.63999938964844,150.66000366210938,151.44000244140625,1148500
2022-08-19,150.41000366210938,150.55999755859375,149.02000427246094,149.44000244140625,997400
2022-08-22,147.75,147.75,145.94000244140625,146.32000732421875,2248300
2022-08-23,146.38999938964844,147.1699981689453,145.75999450683594,145.94000244140625,1557400
2022-08-24,145.97000122070312,147.1699981689453,145.72000122070312,146.6699981689453,878800
2022-08-25,147.27000427246094,148.92999267578125,147.07000732421875,148.92999267578125,1779700
2022-08-26,149.10000610351562,149.1300048828125,144.07000732421875,144.1300048828125,1560500
2022-08-29,143.07000732421875,144.47000122070312,142.69000244140625,143.2899932861328,2167300
2022-08-30,143.72999572753906,143.77999877929688,141.17999267578125,141.77999877929688,2164600
2022-08-31,142.27999877929688,142.72000122070312,140.61000061035156,140.75999450683594,2165500
2022-09-01,139.80999755859375,140.99000549316406,138.63999938964844,140.8800048828125,1838600
2022-09-02,142.33999633789062,142.9499969482422,139.2100067138672,139.86000061035156,1296200
2022-09-06,140.3000030517578,140.49000549316406,138.52999877929688,139.47000122070312,1868500
2022-09-07,139.35000610351562,142.75999450683594,139.3300018310547,142.52999877929688,2094900
2022-09-08,141.69000244140625,143.82000732421875,141.1199951171875,143.75999450683594,2110200
2022-09-09,144.72999572753906,146.11000061035156,144.5,145.74000549316406,1548200
2022-09-12,146.58999633789062,147.4499969482422,146.25999450683594,147.10000610351562,1844600
2022-09-13,143.9600067138672,144.35000610351562,140.8699951171875,141.27999877929688,2008000
